Experiment,Dataset,Detector,Metric,Value,Source_File
E8_Ablation_CPSL,PartialSpoof_eval,BAM,nonconformity_max_avg_set_size,2.000364973749965,results_old_2026-04-08/e8_ablation/results.json:bam.nonconformity_method.max.avg_set_size
E8_Ablation_CPSL,PartialSpoof_eval,BAM,nonconformity_logsumexp_coverage,0.9415480501979281,results_old_2026-04-08/e8_ablation/results.json:bam.nonconformity_method.logsumexp.coverage
E8_Ablation_CPSL,PartialSpoof_eval,BAM,nonconformity_logsumexp_avg_set_size,1.941913023947893,results_old_2026-04-08/e8_ablation/results.json:bam.nonconformity_method.logsumexp.avg_set_size
E8_Ablation_CPSL,PartialSpoof_eval,BAM,detector_baseline_utt_eer,0.00535362073828966,results_old_2026-04-08/e8_ablation/results.json:bam.detector_baseline.utt_eer
E8_Ablation_CPSL,PartialSpoof_eval,BAM,detector_baseline_ece,0.0037366660170214403,results_old_2026-04-08/e8_ablation/results.json:bam.detector_baseline.ece
E8_Ablation_CPSL,PartialSpoof_eval,CFPRF,cpsl_without_cal_coverage,0.9405935034672507,results_old_2026-04-08/e8_ablation/results.json:cfprf.cpsl_calibration.without_calibration.coverage
E8_Ablation_CPSL,PartialSpoof_eval,CFPRF,cpsl_without_cal_avg_set_size,2.007748673460793,results_old_2026-04-08/e8_ablation/results.json:cfprf.cpsl_calibration.without_calibration.avg_set_size
E8_Ablation_CPSL,PartialSpoof_eval,CFPRF,cpsl_with_cal_coverage,1.0,results_old_2026-04-08/e8_ablation/results.json:cfprf.cpsl_calibration.with_calibration.coverage
E8_Ablation_CPSL,PartialSpoof_eval,CFPRF,cpsl_with_cal_avg_set_size,2.0687554395126195,results_old_2026-04-08/e8_ablation/results.json:cfprf.cpsl_calibration.with_calibration.avg_set_size
E8_Ablation_CPSL,PartialSpoof_eval,CFPRF,coverage_delta,0.05940649653274932,results_old_2026-04-08/e8_ablation/results.json:cfprf.cpsl_calibration.coverage_delta
E8_Ablation_CPSL,PartialSpoof_eval,CFPRF,nonconformity_max_coverage,0.9405935034672507,results_old_2026-04-08/e8_ablation/results.json:cfprf.nonconformity_method.max.coverage
